jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10793,0.0,0.442,0.657,0.008,0.053
10794,0.0,0.445,0.657,0.008,0.053
10795,0.0,0.449,0.657,0.008,0.053
10796,0.0,0.453,0.657,0.008,0.053
10797,0.0,0.456,0.657,0.008,0.053
10798,0.0,0.46,0.657,0.008,0.053
10799,0.0,0.464,0.657,0.008,0.053
10800,0.0,0.467,0.657,0.008,0.053
10801,0.0,0.471,0.651,0.008,0.053
10802,0.0,0.471,0.657,0.008,0.053
10803,0.0,0.471,0.657,0.008,0.053
10804,0.0,0.474,0.657,0.008,0.053
10805,0.0,0.478,0.657,0.008,0.053
10806,0.0,0.482,0.657,0.008,0.053
10807,0.0,0.485,0.657,0.008,0.053
10808,0.0,0.489,0.657,0.008,0.053
10809,0.0,0.493,0.657,0.008,0.053
10810,0.0,0.496,0.657,0.008,0.053
10811,0.0,0.5,0.657,0.008,0.053
10812,0.0,0.504,0.657,0.008,0.053
10813,0.0,0.507,0.657,0.008,0.053
10814,0.0,0.511,0.657,0.008,0.053
10815,0.0,0.515,0.657,0.008,0.053
10816,0.0,0.518,0.657,0.008,0.053
10817,0.0,0.522,0.657,0.008,0.053
10818,0.0,0.526,0.657,0.008,0.053
10819,0.0,0.529,0.657,0.008,0.053
10820,0.0,0.533,0.657,0.008,0.053
10821,0.0,0.536,0.657,0.008,0.053
10822,0.0,0.54,0.657,0.008,0.053
10823,0.0,0.544,0.657,0.008,0.053
10824,0.0,0.547,0.657,0.008,0.053
10825,0.0,0.551,0.657,0.008,0.053
10826,0.0,0.555,0.657,0.008,0.053
10827,0.0,0.558,0.657,0.008,0.053
10828,0.0,0.562,0.657,0.008,0.053
10829,0.0,0.566,0.657,0.008,0.053
10830,0.0,0.569,0.657,0.008,0.053
10831,0.0,0.573,0.657,0.008,0.053
10832,0.0,0.577,0.657,0.008,0.053
10833,0.0,0.58,0.651,0.008,0.053
10834,0.0,0.584,0.651,0.008,0.053
10835,0.0,0.584,0.657,0.008,0.053
10836,0.0,0.588,0.657,0.008,0.053
10837,0.0,0.591,0.657,0.008,0.053
10838,0.0,0.595,0.657,0.008,0.053
10839,0.0,0.599,0.657,0.008,0.053
10840,0.0,0.602,0.657,0.008,0.053
10841,0.0,0.606,0.657,0.008,0.053
10842,0.0,0.609,0.657,0.008,0.053
10843,0.0,0.613,0.657,0.008,0.053
10844,0.0,0.617,0.657,0.008,0.053
10845,0.0,0.62,0.657,0.008,0.053
10846,0.0,0.624,0.657,0.008,0.053
10847,0.0,0.628,0.657,0.008,0.053
10848,0.0,0.631,0.657,0.008,0.053
10849,0.0,0.635,0.657,0.008,0.053
10850,0.0,0.639,0.657,0.008,0.053
10851,0.0,0.642,0.657,0.008,0.053
10852,0.0,0.646,0.657,0.008,0.053
10853,0.0,0.65,0.657,0.008,0.053
10854,0.0,0.653,0.657,0.008,0.053
10855,0.0,0.657,0.657,0.008,0.053
10856,0.0,0.661,0.657,0.008,0.053
10857,0.0,0.664,0.657,0.008,0.053
