jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10046,0.0,0.131,0.6,0.008,0.051
10047,0.0,0.135,0.6,0.008,0.051
10048,0.0,0.139,0.6,0.008,0.051
10049,0.0,0.135,0.611,0.008,0.051
10050,0.0,0.139,0.611,0.008,0.051
10051,0.0,0.142,0.611,0.008,0.051
10052,0.0,0.146,0.611,0.008,0.051
10053,0.0,0.15,0.611,0.008,0.051
10054,0.0,0.153,0.566,0.008,0.051
10055,0.0,0.146,0.634,0.008,0.051
10056,0.0,0.15,0.634,0.008,0.051
10057,0.0,0.153,0.634,0.008,0.051
10058,0.0,0.157,0.634,0.008,0.051
10059,0.0,0.161,0.634,0.008,0.051
10060,0.0,0.164,0.634,0.008,0.051
10061,0.0,0.168,0.634,0.008,0.051
10062,0.0,0.172,0.634,0.008,0.051
10063,0.0,0.161,0.657,0.008,0.051
10064,0.0,0.164,0.657,0.008,0.051
10065,0.0,0.168,0.657,0.008,0.051
10066,0.0,0.172,0.657,0.008,0.051
10067,0.0,0.175,0.657,0.008,0.051
10068,0.0,0.172,0.657,0.008,0.051
10069,0.0,0.175,0.657,0.008,0.051
10070,0.0,0.179,0.657,0.008,0.051
10071,0.0,0.182,0.657,0.008,0.051
10072,0.0,0.186,0.657,0.008,0.051
10073,0.0,0.186,0.657,0.008,0.051
10074,0.0,0.179,0.657,0.008,0.051
10075,0.0,0.182,0.657,0.008,0.051
10076,0.0,0.179,0.657,0.008,0.051
10077,0.0,0.182,0.657,0.008,0.051
10078,0.0,0.186,0.657,0.008,0.051
10079,0.0,0.19,0.657,0.008,0.051
10080,0.0,0.193,0.646,0.008,0.051
10081,0.0,0.19,0.657,0.008,0.051
10082,0.0,0.186,0.651,0.008,0.051
10083,0.0,0.182,0.657,0.008,0.051
10503,0.0,0.139,0.657,0.008,0.051
10504,0.0,0.142,0.657,0.008,0.051
10505,0.0,0.146,0.657,0.008,0.051
10506,0.0,0.15,0.657,0.008,0.051
10507,0.0,0.153,0.657,0.008,0.051
10508,0.0,0.157,0.657,0.008,0.051
10509,0.0,0.161,0.657,0.008,0.051
10510,0.0,0.164,0.657,0.008,0.051
10511,0.0,0.168,0.657,0.008,0.051
10512,0.0,0.172,0.657,0.008,0.051
10513,0.0,0.175,0.657,0.008,0.051
10514,0.0,0.179,0.657,0.008,0.051
10515,0.0,0.182,0.657,0.008,0.051
10516,0.0,0.186,0.657,0.008,0.051
10517,0.0,0.19,0.657,0.008,0.051
10518,0.0,0.193,0.657,0.008,0.051
10519,0.0,0.197,0.657,0.008,0.051
10520,0.0,0.201,0.651,0.008,0.051
10521,0.0,0.201,0.657,0.008,0.051
10522,0.0,0.204,0.657,0.008,0.051
10523,0.0,0.208,0.657,0.008,0.051
10524,0.0,0.212,0.657,0.008,0.051
10525,0.0,0.215,0.657,0.008,0.051
10526,0.0,0.219,0.646,0.008,0.051
10638,0.001,0.113,0.657,0.062,0.146
10639,0.002,0.117,0.657,0.062,0.146
10640,0.001,0.12,0.657,0.062,0.146
10641,0.001,0.124,0.657,0.062,0.146
10644,0.011,0.099,0.56,0.125,0.143
10707,0.0,0.139,0.657,0.008,0.053
10708,0.0,0.142,0.657,0.008,0.053
10709,0.0,0.146,0.657,0.008,0.053
10710,0.0,0.15,0.657,0.008,0.053
10711,0.0,0.153,0.657,0.008,0.053
10712,0.0,0.157,0.657,0.008,0.053
10713,0.0,0.161,0.657,0.008,0.053
10714,0.0,0.164,0.657,0.008,0.053
10715,0.0,0.168,0.657,0.008,0.053
10716,0.0,0.172,0.651,0.008,0.053
10717,0.0,0.175,0.651,0.008,0.053
10718,0.0,0.179,0.651,0.008,0.053
10719,0.0,0.182,0.651,0.008,0.053
10720,0.0,0.186,0.651,0.008,0.053
10721,0.0,0.19,0.651,0.008,0.053
10722,0.0,0.193,0.651,0.008,0.053
10723,0.0,0.197,0.651,0.008,0.053
10724,0.0,0.201,0.651,0.008,0.053
10725,0.0,0.204,0.651,0.008,0.053
10726,0.0,0.208,0.651,0.008,0.053
10727,0.0,0.212,0.651,0.008,0.053
10728,0.0,0.215,0.651,0.008,0.053
10729,0.0,0.219,0.651,0.008,0.053
10730,0.0,0.223,0.651,0.008,0.053
10731,0.0,0.226,0.651,0.008,0.053
10732,0.0,0.23,0.651,0.008,0.053
10733,0.0,0.234,0.651,0.008,0.053
10734,0.0,0.237,0.651,0.008,0.053
10735,0.0,0.241,0.651,0.008,0.053
10736,0.0,0.245,0.651,0.008,0.053
10737,0.0,0.248,0.651,0.008,0.053
10738,0.0,0.252,0.651,0.008,0.053
10739,0.0,0.255,0.651,0.008,0.053
10740,0.0,0.259,0.651,0.008,0.053
10741,0.0,0.263,0.651,0.008,0.053
10742,0.0,0.266,0.651,0.008,0.053
10743,0.0,0.27,0.651,0.008,0.053
10744,0.0,0.274,0.651,0.008,0.053
10745,0.0,0.277,0.651,0.008,0.053
10746,0.0,0.281,0.651,0.008,0.053
10747,0.0,0.285,0.651,0.008,0.053
10748,0.0,0.288,0.651,0.008,0.053
10749,0.0,0.292,0.651,0.008,0.053
10750,0.0,0.296,0.651,0.008,0.053
10751,0.0,0.299,0.651,0.008,0.053
10752,0.0,0.303,0.651,0.008,0.053
10753,0.0,0.307,0.651,0.008,0.053
10754,0.0,0.31,0.651,0.008,0.053
10755,0.0,0.314,0.651,0.008,0.053
10757,0.0,0.318,0.651,0.008,0.053
10758,0.0,0.321,0.56,0.008,0.053
10759,0.0,0.321,0.566,0.008,0.053
10760,0.0,0.325,0.634,0.008,0.053
10761,0.0,0.328,0.634,0.008,0.053
10762,0.0,0.332,0.634,0.008,0.053
10763,0.0,0.336,0.634,0.008,0.053
10764,0.0,0.339,0.634,0.008,0.053
10765,0.0,0.343,0.634,0.008,0.053
10766,0.0,0.347,0.634,0.008,0.053
10767,0.0,0.35,0.634,0.008,0.053
10768,0.0,0.354,0.611,0.008,0.053
10769,0.0,0.358,0.657,0.008,0.053
10770,0.0,0.361,0.657,0.008,0.053
10771,0.0,0.365,0.657,0.008,0.053
10772,0.0,0.369,0.657,0.008,0.053
10773,0.0,0.372,0.657,0.008,0.053
10774,0.0,0.376,0.657,0.008,0.053
10775,0.0,0.38,0.657,0.008,0.053
10776,0.0,0.383,0.657,0.008,0.053
10777,0.0,0.387,0.657,0.008,0.053
10778,0.0,0.391,0.657,0.008,0.053
10779,0.0,0.394,0.657,0.008,0.053
10780,0.0,0.398,0.657,0.008,0.053
10781,0.0,0.401,0.657,0.008,0.053
10782,0.0,0.405,0.657,0.008,0.053
10783,0.0,0.409,0.657,0.008,0.053
10784,0.0,0.412,0.611,0.008,0.053
10785,0.0,0.416,0.611,0.008,0.053
10786,0.0,0.42,0.657,0.008,0.053
10787,0.0,0.423,0.606,0.008,0.053
10788,0.0,0.423,0.657,0.008,0.053
10789,0.0,0.427,0.657,0.008,0.053
10790,0.0,0.431,0.657,0.008,0.053
10791,0.0,0.434,0.657,0.008,0.053
10792,0.0,0.438,0.657,0.008,0.053
11135,0.0,0.109,0.6,0.008,0.151
11136,0.0,0.113,0.6,0.008,0.151
11137,0.0,0.113,0.646,0.008,0.151
11138,0.0,0.117,0.646,0.008,0.151
11139,0.0,0.12,0.646,0.008,0.151
11140,0.005,0.124,0.646,0.062,0.151
11141,0.003,0.128,0.646,0.062,0.151
11142,0.0,0.131,0.646,0.016,0.151
11143,0.002,0.131,0.646,0.062,0.151
11144,0.0,0.135,0.646,0.016,0.151
11145,0.0,0.135,0.646,0.062,0.151
11146,0.014,0.139,0.646,0.125,0.151
11147,0.014,0.142,0.646,0.125,0.15
11148,0.014,0.146,0.646,0.125,0.15
11149,0.014,0.15,0.646,0.125,0.15
11150,0.015,0.153,0.646,0.125,0.15
11151,0.015,0.157,0.646,0.125,0.15
11152,0.015,0.161,0.646,0.125,0.15
11153,0.015,0.164,0.646,0.125,0.15
11154,0.014,0.168,0.646,0.125,0.15
11155,0.014,0.172,0.646,0.125,0.15
11156,0.014,0.175,0.646,0.125,0.15
11157,0.014,0.179,0.646,0.125,0.15
11158,0.0,0.182,0.646,0.016,0.15
11160,0.002,0.164,0.646,0.008,0.149
11161,0.011,0.109,0.646,0.125,0.149
11202,0.002,0.106,0.589,0.062,0.156
11207,0.0,0.109,0.64,0.25,0.156
11208,0.0,0.113,0.629,0.008,0.156
11209,0.0,0.113,0.623,0.008,0.156
11210,0.0,0.113,0.623,0.008,0.155
11211,0.001,0.113,0.623,0.008,0.155
11340,0.0,0.106,0.589,0.062,0.151
11342,0.0,0.109,0.634,0.062,0.151
11343,0.0,0.113,0.634,0.062,0.151
11344,0.0,0.117,0.634,0.062,0.151
11345,0.002,0.12,0.589,0.008,0.151
11346,0.002,0.12,0.594,0.008,0.15
11443,0.002,0.113,0.651,0.062,0.151
11444,0.002,0.117,0.651,0.062,0.151
11445,0.001,0.12,0.651,0.062,0.151
11446,0.001,0.124,0.651,0.062,0.151
11447,0.002,0.128,0.651,0.062,0.151
11448,0.001,0.131,0.651,0.062,0.151
11449,0.001,0.135,0.651,0.062,0.151
11450,0.002,0.139,0.651,0.062,0.151
11451,0.001,0.142,0.651,0.062,0.151
11452,0.001,0.146,0.651,0.062,0.151
11453,0.001,0.15,0.651,0.062,0.151
11454,0.002,0.153,0.651,0.062,0.151
11455,0.001,0.157,0.651,0.062,0.151
11456,0.001,0.161,0.651,0.062,0.151
11457,0.001,0.164,0.651,0.062,0.151
11458,0.002,0.168,0.651,0.062,0.151
11459,0.001,0.172,0.651,0.062,0.151
11460,0.001,0.175,0.651,0.062,0.151
11461,0.001,0.179,0.651,0.062,0.151
11462,0.001,0.182,0.651,0.062,0.151
11463,0.001,0.179,0.64,0.062,0.15
11466,0.019,0.164,0.606,0.07,0.15
11468,0.019,0.157,0.657,0.07,0.15
11469,0.02,0.157,0.651,0.07,0.15
11470,0.019,0.157,0.651,0.07,0.15
11471,0.02,0.161,0.651,0.07,0.15
11472,0.007,0.161,0.651,0.125,0.15
11493,0.002,0.113,0.651,0.062,0.151
11494,0.002,0.117,0.651,0.062,0.151
11495,0.001,0.12,0.651,0.062,0.151
11496,0.002,0.124,0.651,0.062,0.151
11497,0.001,0.128,0.651,0.062,0.151
11498,0.001,0.131,0.651,0.062,0.151
11499,0.001,0.135,0.651,0.062,0.151
11500,0.002,0.139,0.651,0.062,0.151
11501,0.001,0.142,0.651,0.062,0.151
11502,0.001,0.146,0.651,0.062,0.151
11503,0.001,0.15,0.651,0.062,0.151
11504,0.001,0.153,0.651,0.062,0.151
11561,0.001,0.109,0.623,0.062,0.156
11562,0.002,0.113,0.623,0.062,0.156
11563,0.002,0.117,0.623,0.062,0.156
11564,0.001,0.12,0.623,0.062,0.156
11565,0.002,0.124,0.623,0.062,0.156
11566,0.002,0.128,0.623,0.062,0.156
11567,0.002,0.131,0.623,0.062,0.156
11568,0.002,0.135,0.623,0.062,0.156
11569,0.002,0.139,0.623,0.062,0.156
11570,0.001,0.142,0.623,0.062,0.156
11571,0.001,0.146,0.623,0.062,0.156
11572,0.001,0.15,0.623,0.062,0.156
11573,0.002,0.153,0.623,0.062,0.156
11574,0.001,0.157,0.623,0.062,0.156
11575,0.001,0.161,0.623,0.062,0.156
11576,0.001,0.164,0.623,0.062,0.156
11577,0.001,0.168,0.623,0.062,0.156
11578,0.002,0.172,0.623,0.062,0.156
11579,0.0,0.175,0.623,0.008,0.156
11580,0.0,0.172,0.617,0.008,0.155
11581,0.0,0.172,0.617,0.008,0.155
11582,0.0,0.172,0.617,0.008,0.155
11583,0.007,0.172,0.617,0.125,0.155
11584,0.015,0.175,0.526,0.07,0.155
11585,0.0,0.175,0.617,0.031,0.156
11586,0.0,0.175,0.617,0.023,0.156
11587,0.0,0.161,0.657,0.008,0.156
11588,0.0,0.164,0.657,0.25,0.156
11589,0.0,0.139,0.657,0.25,0.156
11590,0.02,0.142,0.657,0.07,0.156
11591,0.0,0.146,0.657,0.023,0.155
11592,0.0,0.146,0.657,0.016,0.156
11593,0.0,0.139,0.566,0.25,0.155
11594,0.0,0.106,0.651,0.25,0.155
11595,0.0,0.109,0.651,0.25,0.155
11596,0.018,0.113,0.651,0.07,0.155
11598,0.007,0.113,0.651,0.125,0.155
11599,0.002,0.117,0.56,0.008,0.155
11680,0.0,0.109,0.617,0.062,0.154
11681,0.0,0.113,0.617,0.062,0.154
11682,0.0,0.117,0.617,0.062,0.154
11683,0.0,0.12,0.617,0.062,0.154
11684,0.0,0.124,0.617,0.062,0.154
11685,0.0,0.128,0.617,0.062,0.154
11686,0.0,0.131,0.617,0.062,0.154
11687,0.0,0.135,0.617,0.062,0.154
11688,0.0,0.139,0.617,0.062,0.154
11689,0.0,0.142,0.617,0.062,0.154
11690,0.0,0.146,0.617,0.062,0.154
11691,0.0,0.15,0.617,0.062,0.154
11826,0.001,0.172,0.451,0.062,0.154
11827,0.001,0.175,0.451,0.062,0.154
11828,0.0,0.179,0.451,0.062,0.154
11829,0.0,0.182,0.451,0.062,0.154
11830,0.0,0.186,0.451,0.062,0.154
11831,0.008,0.172,0.537,0.125,0.154
11832,0.007,0.164,0.537,0.125,0.155
11835,0.0,0.157,0.537,0.125,0.155
11836,0.0,0.15,0.531,0.016,0.155
11838,0.02,0.146,0.531,0.07,0.155
11839,0.002,0.146,0.531,0.008,0.155
11840,0.001,0.146,0.537,0.008,0.155
11841,0.0,0.142,0.543,0.016,0.155
11842,0.0,0.146,0.543,0.008,0.155
11852,0.008,0.128,0.651,0.125,0.155
11853,0.007,0.131,0.56,0.125,0.154
11855,0.0,0.12,0.651,0.125,0.155
11858,0.0,0.12,0.606,0.008,0.155
11865,0.0,0.113,0.634,0.008,0.155
11867,0.0,0.113,0.611,0.008,0.155
11869,0.0,0.113,0.611,0.008,0.155
11870,0.0,0.109,0.611,0.008,0.155
11871,0.0,0.109,0.611,0.008,0.155
11876,0.0,0.109,0.611,0.016,0.155
11877,0.0,0.109,0.611,0.031,0.155
11878,0.0,0.109,0.611,0.062,0.155
11879,0.001,0.113,0.606,0.008,0.155
11938,0.0,0.106,0.566,0.062,0.154
11939,0.001,0.109,0.566,0.062,0.154
11940,0.001,0.113,0.566,0.062,0.154
11941,0.001,0.117,0.566,0.062,0.154
11942,0.001,0.12,0.566,0.062,0.154
11943,0.0,0.124,0.566,0.062,0.154
11944,0.001,0.128,0.566,0.062,0.154
11945,0.002,0.131,0.566,0.062,0.154
11946,0.001,0.135,0.566,0.062,0.154
11947,0.001,0.139,0.566,0.062,0.154
11948,0.0,0.142,0.566,0.062,0.154
11949,0.002,0.146,0.566,0.062,0.154
11950,0.001,0.15,0.566,0.062,0.154
11951,0.001,0.153,0.566,0.062,0.154
11959,0.002,0.15,0.657,0.008,0.153
11960,0.003,0.153,0.657,0.016,0.153
11965,0.002,0.157,0.657,0.008,0.153
11966,0.002,0.161,0.657,0.008,0.153
11967,0.049,0.164,0.657,0.25,0.153
11968,0.002,0.168,0.657,0.008,0.153
11969,0.002,0.172,0.657,0.008,0.153
11970,0.0,0.175,0.657,0.008,0.153
11971,0.002,0.179,0.657,0.008,0.153
11972,0.0,0.182,0.657,0.008,0.153
11974,0.0,0.179,0.657,0.016,0.153
11975,0.0,0.182,0.657,0.008,0.153
11976,0.0,0.186,0.657,0.125,0.153
11978,0.0,0.19,0.657,0.031,0.153
11979,0.0,0.193,0.657,0.031,0.153
11980,0.0,0.197,0.657,0.031,0.153
11988,0.0,0.124,0.634,0.008,0.155
11989,0.0,0.128,0.634,0.016,0.155
11991,0.0,0.128,0.651,0.062,0.155
11992,0.0,0.117,0.583,0.008,0.156
11993,0.0,0.117,0.589,0.016,0.156
11994,0.0,0.117,0.543,0.125,0.156
11995,0.0,0.113,0.629,0.125,0.161
