jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10009,0.0,0.007,0.708,0.002,0.002
10010,0.0,0.007,0.699,0.002,0.002
10020,0.0,0.007,0.711,0.05,0.016
10021,0.0,0.007,0.711,0.05,0.016
10036,0.009,0.007,0.721,0.05,0.016
10038,0.0,0.007,0.762,0.002,0.002
10039,0.0,0.007,0.772,0.002,0.002
10044,0.0,0.007,0.773,0.002,0.002
10045,0.0,0.007,0.773,0.002,0.002
10047,0.0,0.007,0.773,0.002,0.002
10048,0.0,0.007,0.775,0.002,0.002
10049,0.0,0.007,0.763,0.002,0.002
10054,0.0,0.007,0.73,0.002,0.002
10055,0.0,0.007,0.69,0.002,0.002
10056,0.0,0.007,0.772,0.002,0.002
10057,0.0,0.007,0.773,0.002,0.002
10058,0.0,0.007,0.773,0.002,0.002
10064,0.0,0.007,0.773,0.002,0.002
10067,0.0,0.007,0.773,0.002,0.002
10068,0.0,0.007,0.772,0.002,0.002
10069,0.0,0.007,0.773,0.002,0.002
10070,0.0,0.007,0.772,0.002,0.002
10075,0.0,0.007,0.773,0.002,0.002
10076,0.0,0.007,0.773,0.002,0.002
10085,0.0,0.007,0.794,0.002,0.002
10088,0.0,0.007,0.742,0.002,0.002
10090,0.0,0.007,0.783,0.002,0.002
10092,0.0,0.007,0.773,0.002,0.002
10094,0.0,0.007,0.773,0.002,0.002
10095,0.0,0.007,0.741,0.002,0.002
10104,0.0,0.007,0.668,0.002,0.002
10135,0.0,0.007,0.647,0.002,0.002
10136,0.0,0.007,0.648,0.002,0.002
10138,0.0,0.007,0.647,0.002,0.002
10313,0.0,0.007,0.76,0.002,0.002
10314,0.0,0.014,0.76,0.002,0.002
10315,0.0,0.007,0.763,0.002,0.002
10316,0.0,0.014,0.763,0.002,0.002
10317,0.0,0.021,0.753,0.003,0.002
10320,0.0,0.028,0.753,0.002,0.002
10328,0.0,0.007,0.801,0.002,0.002
10329,0.0,0.007,0.801,0.006,0.002
10335,0.0,0.007,0.781,0.002,0.002
10336,0.0,0.007,0.771,0.002,0.002
10337,0.0,0.007,0.793,0.002,0.002
10338,0.0,0.007,0.785,0.002,0.002
10339,0.0,0.014,0.785,0.003,0.002
10341,0.001,0.007,0.785,0.012,0.002
10342,0.0,0.007,0.794,0.002,0.002
10348,0.0,0.007,0.792,0.002,0.002
10349,0.0,0.007,0.793,0.002,0.002
10350,0.0,0.014,0.793,0.002,0.002
10351,0.0,0.007,0.794,0.002,0.002
10352,0.0,0.007,0.796,0.002,0.002
10353,0.0,0.007,0.796,0.002,0.002
10355,0.0,0.007,0.753,0.002,0.002
10356,0.0,0.007,0.72,0.002,0.002
10357,0.0,0.007,0.72,0.002,0.002
10358,0.0,0.014,0.72,0.002,0.002
10359,0.0,0.007,0.712,0.002,0.002
10360,0.0,0.007,0.711,0.002,0.002
10361,0.0,0.007,0.699,0.002,0.002
10362,0.0,0.007,0.699,0.002,0.002
