jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10002,0.0,0.007,0.51,0.002,0.002
10003,0.0,0.007,0.512,0.002,0.002
10111,0.0,0.007,0.626,0.002,0.002
10117,0.0,0.007,0.562,0.002,0.002
10153,0.0,0.007,0.501,0.002,0.002
10159,0.0,0.007,0.501,0.002,0.002
10167,0.0,0.007,0.397,0.002,0.002
10174,0.0,0.007,0.419,0.003,0.002
10175,0.0,0.007,0.41,0.002,0.002
10180,0.0,0.007,0.409,0.002,0.002
10185,0.0,0.007,0.48,0.002,0.002
10190,0.0,0.007,0.492,0.002,0.002
10191,0.0,0.007,0.408,0.002,0.002
10194,0.0,0.007,0.398,0.002,0.002
10199,0.0,0.007,0.408,0.002,0.002
10207,0.0,0.007,0.408,0.002,0.002
10208,0.0,0.007,0.409,0.002,0.002
10209,0.0,0.007,0.409,0.002,0.002
10321,0.0,0.035,0.419,0.002,0.002
10322,0.0,0.042,0.419,0.002,0.002
10323,0.0,0.049,0.419,0.002,0.002
10330,0.07,0.007,0.618,0.4,0.0
10398,0.0,0.09,0.622,0.002,0.002
10399,0.0,0.083,0.622,0.002,0.002
10400,0.0,0.083,0.624,0.002,0.002
10401,0.0,0.09,0.624,0.002,0.002
10402,0.0,0.097,0.624,0.002,0.002
10403,0.0,0.104,0.624,0.002,0.002
10404,0.0,0.111,0.624,0.002,0.002
10418,0.0,0.007,0.535,0.006,0.002
10420,0.0,0.007,0.555,0.002,0.002
10421,0.0,0.014,0.555,0.002,0.002
10422,0.0,0.021,0.555,0.002,0.002
10423,0.0,0.028,0.555,0.002,0.002
10424,0.0,0.035,0.555,0.002,0.002
10427,0.0,0.007,0.577,0.002,0.002
10428,0.0,0.014,0.577,0.002,0.002
10429,0.0,0.021,0.577,0.002,0.002
10430,0.0,0.028,0.577,0.002,0.002
10431,0.0,0.035,0.577,0.002,0.002
10432,0.0,0.042,0.577,0.002,0.002
10435,0.0,0.007,0.591,0.002,0.002
10436,0.0,0.014,0.591,0.002,0.002
10437,0.0,0.021,0.591,0.002,0.002
10438,0.0,0.028,0.591,0.002,0.002
10439,0.0,0.035,0.591,0.002,0.002
10440,0.0,0.007,0.577,0.002,0.002
10451,0.0,0.007,0.596,0.002,0.002
10460,0.0,0.007,0.428,0.002,0.002
10461,0.0,0.007,0.428,0.002,0.002
10462,0.0,0.014,0.428,0.002,0.002
10472,0.0,0.007,0.628,0.002,0.002
10473,0.0,0.014,0.628,0.002,0.002
10474,0.0,0.021,0.617,0.002,0.002
10475,0.0,0.028,0.617,0.002,0.002
10476,0.0,0.035,0.617,0.002,0.002
10481,0.0,0.007,0.633,0.002,0.002
10482,0.0,0.014,0.633,0.002,0.002
10483,0.0,0.021,0.633,0.002,0.002
10484,0.0,0.028,0.633,0.002,0.002
10485,0.0,0.035,0.633,0.002,0.002
10487,0.0,0.014,0.621,0.002,0.002
10488,0.0,0.021,0.621,0.002,0.002
10489,0.0,0.028,0.621,0.002,0.002
10490,0.0,0.035,0.621,0.002,0.002
10491,0.0,0.042,0.621,0.002,0.002
10494,0.0,0.007,0.62,0.002,0.002
10495,0.0,0.014,0.62,0.002,0.002
10496,0.0,0.021,0.618,0.002,0.002
10497,0.0,0.028,0.618,0.002,0.002
10498,0.0,0.035,0.618,0.002,0.002
10499,0.0,0.042,0.618,0.002,0.002
10500,0.0,0.049,0.618,0.002,0.002
10501,0.0,0.056,0.618,0.002,0.002
10502,0.0,0.062,0.618,0.002,0.002
10503,0.0,0.069,0.618,0.002,0.002
10504,0.0,0.076,0.618,0.002,0.002
10505,0.0,0.083,0.618,0.002,0.002
10506,0.0,0.09,0.618,0.002,0.002
10507,0.0,0.097,0.618,0.002,0.002
10508,0.0,0.104,0.618,0.002,0.002
10509,0.0,0.111,0.618,0.002,0.002
10510,0.0,0.118,0.618,0.002,0.002
10512,0.0,0.09,0.621,0.002,0.002
10513,0.0,0.097,0.621,0.002,0.002
10514,0.0,0.104,0.621,0.002,0.002
10515,0.0,0.111,0.621,0.002,0.002
10516,0.0,0.118,0.621,0.002,0.002
10522,0.0,0.021,0.618,0.002,0.002
10523,0.0,0.014,0.618,0.002,0.002
10531,0.0,0.007,0.565,0.002,0.002
10532,0.0,0.014,0.565,0.002,0.002
10533,0.0,0.021,0.565,0.002,0.002
10534,0.0,0.028,0.565,0.002,0.002
10535,0.0,0.035,0.565,0.002,0.002
10537,0.0,0.007,0.546,0.002,0.002
10538,0.0,0.014,0.546,0.002,0.002
10539,0.0,0.021,0.546,0.002,0.002
10540,0.0,0.028,0.546,0.002,0.002
10541,0.0,0.035,0.546,0.002,0.002
10542,0.0,0.007,0.568,0.002,0.002
10543,0.0,0.014,0.566,0.002,0.002
10544,0.0,0.021,0.566,0.002,0.002
10545,0.0,0.028,0.566,0.002,0.002
10546,0.0,0.035,0.566,0.002,0.002
10547,0.0,0.042,0.566,0.002,0.002
10548,0.0,0.042,0.565,0.002,0.002
10549,0.0,0.007,0.566,0.002,0.002
10550,0.0,0.014,0.566,0.002,0.002
10551,0.0,0.021,0.566,0.002,0.002
10552,0.0,0.028,0.566,0.002,0.002
10553,0.0,0.035,0.566,0.002,0.002
10554,0.0,0.042,0.566,0.002,0.002
10555,0.0,0.049,0.566,0.002,0.002
10556,0.0,0.056,0.566,0.002,0.002
10557,0.0,0.062,0.565,0.002,0.002
10558,0.0,0.069,0.565,0.002,0.002
10559,0.0,0.076,0.565,0.002,0.002
10560,0.0,0.083,0.565,0.002,0.002
10561,0.0,0.09,0.565,0.002,0.002
10562,0.0,0.097,0.565,0.002,0.002
10563,0.0,0.104,0.565,0.002,0.002
10564,0.0,0.111,0.565,0.002,0.002
10565,0.0,0.118,0.565,0.002,0.002
10566,0.0,0.083,0.569,0.002,0.002
10567,0.0,0.09,0.557,0.002,0.002
10568,0.0,0.097,0.557,0.002,0.002
10569,0.0,0.104,0.557,0.002,0.002
10570,0.0,0.111,0.557,0.002,0.002
10571,0.0,0.111,0.557,0.002,0.002
10572,0.0,0.118,0.557,0.002,0.002
