jobid,node_hours,queue_state,load,#nodes,rem_node-hours
16881,16175104,45,123392,4096,11886989312
16883,13193216,45,123648,4096,11785560064
16884,60024832,44,125440,2048,11762972672
16885,60524544,45,125440,2048,11748481024
16887,65943552,46,125440,2048,11739736064
16888,13107200,46,125696,4096,11824199680
16892,13148160,44,130304,4096,11731795968
16893,86806528,44,134400,2048,11742228480
16894,38502400,45,133888,8192,11696967680
16895,49430528,46,133632,8192,11666882560
17001,13406208,66,100864,4096,11830384640
17002,18536448,64,119296,2048,11940974592
17005,18567168,61,113152,2048,11793121280
17007,18577408,61,113664,2048,11786954752
17008,13340672,60,111104,4096,11760095232
17009,13275136,60,111104,4096,11733913600
17068,18493440,40,153856,2048,11791927296
17069,15781888,41,153856,4096,11783057408
17070,114106368,42,151808,8192,11711195136
17071,112394240,42,153856,8192,11720513536
17072,40255488,43,153856,8192,11718768640
17073,113491968,44,153856,8192,11718623232
17074,112656384,45,153856,8192,11718477824
17075,18503680,46,153856,2048,11718332416
17346,12902400,70,146432,4096,11807242240
17347,15806464,63,136192,4096,11678033920
17388,8978432,62,112128,8192,11713685504
17389,2959360,62,128512,2048,11948484608
17390,15843328,61,132608,4096,11903295488
17391,18487296,61,132608,2048,11817625600
17392,3559424,62,124416,2048,11796137984
17575,18612224,59,85760,2048,11665555456
17580,15949824,56,106240,4096,11748087808
17591,18499584,53,112640,2048,11710203904
17593,15093760,54,101888,4096,11696474112
17685,13819904,56,131840,4096,12486535168
17687,5226496,49,137728,4096,12634722304
17689,36986880,48,146176,2048,12640567296
17690,91111424,47,150272,16384,12791175168
17691,90030080,48,150272,16384,12774365184
17692,97861632,49,150272,16384,12773922816
17693,98123776,50,150272,16384,12773627904
17694,183697408,51,150272,16384,12773480448
17700,19886080,49,144128,4096,12543531008
17701,13438976,47,146176,4096,12566022144
17702,13598720,48,146176,4096,12565161984
17703,13205504,48,146176,4096,12542199808
17704,13209600,48,150272,4096,12596992000
17707,75071488,47,158464,4096,12576610304
17708,18485248,47,156416,2048,12524619776
17712,13434880,46,154368,4096,12274147328
17713,13316096,46,154368,4096,12280066048
17714,13639680,46,158464,4096,12288065536
17716,88719360,44,154624,2048,12445114368
17717,13328384,44,152320,4096,12489537536
17719,16101376,44,152576,4096,12460984320
17720,13025280,44,146432,4096,12350083072
17721,18520064,45,146432,2048,12346355712
17722,18544640,44,152576,2048,12371249152
17723,18548736,44,154624,2048,12371105792
17726,13266944,42,142336,4096,12310087680
17727,13221888,43,138240,4096,12307261440
17728,13737984,41,150528,4096,12339374080
17729,13045760,42,146176,4096,12250986496
17730,13041664,43,146176,4096,12244006912
17734,13524992,38,141824,4096,12115701760
17735,13459456,39,141824,4096,12115419136
17736,13590528,38,145920,4096,12130043904
17738,684032,39,146176,4096,12116520960
17739,1392640,40,144128,8192,12069844992
17740,3424256,41,144128,16384,12069701632
17741,18518016,41,148224,2048,12065798144
17742,13508608,40,146176,4096,12065292288
17744,13209600,38,146176,4096,12128073728
17745,13692928,39,137984,4096,11915378688
17746,13647872,40,137984,4096,11912771584
17747,13512704,41,137984,4096,11912634368
17749,13033472,37,137728,4096,11858685952
17751,18571264,37,144128,2048,11843885056
17752,18505728,37,127744,2048,11833706496
17753,18505728,37,127744,2048,11845482496
17754,13381632,37,123648,4096,11795216384
17767,13410304,34,96768,4096,12331069440
17768,13500416,35,96768,4096,12327700480
17771,13582336,32,96768,4096,12194838528
17772,13086720,31,96768,4096,12210733056
17773,13152256,32,96768,4096,12209096704
17774,18487296,33,94720,2048,12199106560
17776,18503680,33,94976,2048,12200675328
17777,18489344,33,94976,2048,12214249472
17778,13533184,33,92928,4096,12195272704
17779,13533184,32,96768,4096,12127307776
17781,13619200,32,90880,4096,12063150080
17782,13287424,33,90880,4096,12062519296
17783,14004224,31,94976,4096,12094959616
17786,13971456,31,90880,4096,12160569344
17787,13926400,32,90880,4096,12157775872
17789,18546688,31,88576,2048,12037490688
17792,13168640,30,92928,4096,11989792768
17793,14065664,30,88832,4096,11998865408
17794,13217792,31,88832,4096,11997833216
17795,15937536,31,92928,4096,12008699904
17796,212992,32,92928,2048,11984640000
17797,60041216,31,99072,2048,11997681664
17798,65988608,32,99072,2048,11992772608
17799,81866752,32,99072,4096,12047712256
17800,59926528,32,103168,2048,12114466816
17801,59056128,33,103168,2048,12113764352
17802,66680832,34,102912,2048,12111456256
17803,13176832,35,98816,4096,12105263104
17804,13701120,36,98816,4096,12103723008
17806,61071360,36,103168,2048,12106373120
17807,61913088,37,103168,2048,12101154816
17808,67010560,38,103168,2048,12099248128
17811,14344192,39,99072,4096,12028002304
17812,18511872,39,101120,2048,11937449984
17813,18528256,39,100864,2048,11933315072
17814,18466816,39,100864,2048,11948550144
17816,13291520,39,97024,4096,11944273920
17817,136597504,38,101120,4096,11955019776
17818,13819904,37,105216,4096,12101351424
17819,136617984,38,105216,4096,12098113536
17820,7825408,38,109312,2048,12225957888
17822,13934592,37,111360,4096,12182288384
17825,13594624,37,103168,4096,12225021952
17826,14110720,38,103168,4096,12221028352
17830,4505600,38,107776,8192,12172597248
