jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10129,0.0,0.354,0.502,0.012,0.153
10131,0.0,0.344,0.502,0.012,0.152
10132,0.0,0.335,0.502,0.012,0.152
10134,0.0,0.311,0.5,0.012,0.151
10135,0.001,0.274,0.481,0.024,0.15
10136,0.0,0.278,0.478,0.012,0.148
10137,0.0,0.278,0.478,0.012,0.148
10146,0.0,0.255,0.559,0.003,0.134
10147,0.0,0.25,0.559,0.003,0.134
10148,0.0,0.245,0.552,0.006,0.134
10155,0.0,0.231,0.552,0.006,0.142
10156,0.0,0.231,0.552,0.012,0.14
10157,0.002,0.231,0.559,0.003,0.14
10158,0.0,0.231,0.561,0.003,0.14
10159,0.001,0.231,0.562,0.003,0.14
10160,0.0,0.236,0.561,0.042,0.14
10161,0.0,0.236,0.556,0.006,0.14
10162,0.0,0.236,0.556,0.006,0.139
10163,0.0,0.241,0.556,0.012,0.139
10164,0.0,0.245,0.556,0.024,0.139
10165,0.0,0.25,0.556,0.048,0.139
10166,0.0,0.25,0.556,0.095,0.139
10167,0.0,0.25,0.556,0.012,0.139
10168,0.0,0.25,0.562,0.003,0.139
10169,0.001,0.255,0.556,0.012,0.138
10170,0.001,0.259,0.556,0.012,0.138
10171,0.0,0.259,0.557,0.006,0.138
10172,0.001,0.259,0.561,0.012,0.138
10173,0.002,0.259,0.562,0.006,0.137
10174,0.0,0.264,0.562,0.095,0.137
10175,0.0,0.269,0.562,0.048,0.135
10176,0.0,0.274,0.562,0.024,0.135
10177,0.0,0.278,0.562,0.012,0.134
10178,0.0,0.259,0.562,0.095,0.134
10179,0.006,0.264,0.562,0.006,0.133
10180,0.0,0.269,0.561,0.19,0.133
10181,0.0,0.274,0.561,0.19,0.133
10182,0.002,0.278,0.561,0.006,0.133
10183,0.006,0.283,0.561,0.006,0.133
10184,0.001,0.288,0.561,0.006,0.133
10185,0.006,0.292,0.561,0.006,0.132
10186,0.0,0.297,0.561,0.024,0.132
10187,0.006,0.302,0.561,0.006,0.132
10188,0.0,0.307,0.561,0.024,0.132
10190,0.001,0.316,0.561,0.006,0.132
10192,0.006,0.325,0.561,0.006,0.132
10193,0.006,0.33,0.561,0.006,0.132
10194,0.004,0.335,0.561,0.06,0.132
10195,0.006,0.34,0.561,0.006,0.132
10196,0.006,0.344,0.561,0.006,0.132
10197,0.006,0.349,0.561,0.006,0.132
10198,0.005,0.349,0.561,0.015,0.131
10199,0.008,0.354,0.554,0.012,0.131
10200,0.006,0.358,0.554,0.012,0.131
10201,0.0,0.354,0.561,0.012,0.132
10202,0.003,0.358,0.561,0.003,0.132
10203,0.0,0.358,0.562,0.006,0.131
10204,0.0,0.363,0.562,0.048,0.131
10205,0.007,0.368,0.562,0.009,0.13
10207,0.0,0.363,0.551,0.012,0.129
10208,0.0,0.363,0.551,0.003,0.129
10213,0.0,0.344,0.522,0.003,0.128
10214,0.0,0.344,0.522,0.006,0.128
10335,0.0,0.363,0.544,0.006,0.14
10336,0.0,0.363,0.544,0.006,0.14
10337,0.0,0.363,0.544,0.006,0.14
10338,0.0,0.363,0.544,0.006,0.14
10339,0.0,0.358,0.546,0.006,0.139
10340,0.0,0.363,0.546,0.003,0.139
10341,0.001,0.363,0.549,0.003,0.139
10342,0.0,0.363,0.557,0.003,0.139
10346,0.0,0.344,0.561,0.006,0.138
10347,0.0,0.33,0.549,0.012,0.137
10348,0.0,0.316,0.557,0.003,0.136
10349,0.0,0.316,0.532,0.003,0.136
10350,0.002,0.321,0.532,0.033,0.136
10351,0.0,0.325,0.532,0.012,0.136
10352,0.0,0.325,0.534,0.003,0.136
10353,0.0,0.325,0.535,0.003,0.136
10354,0.0,0.325,0.534,0.003,0.136
10355,0.0,0.325,0.535,0.003,0.136
10356,0.0,0.325,0.525,0.003,0.136
10357,0.001,0.321,0.522,0.003,0.135
10358,0.003,0.321,0.522,0.003,0.135
10359,0.0,0.316,0.495,0.03,0.135
10360,0.0,0.316,0.512,0.03,0.135
10361,0.0,0.307,0.532,0.036,0.135
10362,0.0,0.307,0.534,0.054,0.135
10363,0.0,0.302,0.529,0.06,0.135
10364,0.0,0.297,0.481,0.071,0.134
10366,0.0,0.297,0.481,0.048,0.134
10367,0.0,0.302,0.481,0.054,0.134
