jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10154,0.002,0.226,0.559,0.381,0.142
10189,0.002,0.311,0.561,0.381,0.132
10191,0.002,0.321,0.561,0.381,0.132
10212,0.003,0.014,0.557,0.911,0.011
10270,0.245,0.019,0.561,0.381,0.011
10295,0.399,0.024,0.539,0.381,0.011
10506,0.003,0.127,0.279,0.381,0.107
10589,0.007,0.019,0.049,0.911,0.012
10590,0.003,0.019,0.566,0.911,0.013
10596,0.003,0.019,0.047,0.911,0.013
10597,0.958,0.019,0.0,0.911,0.013
10600,0.007,0.024,0.0,0.911,0.013
10604,0.004,0.019,0.0,0.911,0.014
10760,0.004,0.59,0.568,0.595,0.171
10803,0.052,0.151,0.461,0.378,0.139
10855,0.003,0.019,0.562,0.911,0.023
10945,0.004,0.132,0.416,0.381,0.133
11012,0.002,0.236,0.405,0.381,0.124
11213,0.003,0.024,0.179,0.595,0.023
11250,0.003,0.019,0.559,0.911,0.023
11251,0.627,0.024,0.561,0.911,0.023
11311,0.007,0.25,0.544,0.893,0.157
11388,0.002,0.34,0.566,0.381,0.132
11432,0.056,0.288,0.16,0.381,0.12
11435,0.253,0.028,0.189,0.381,0.023
11469,0.003,0.024,0.002,0.952,0.024
11472,0.003,0.019,0.002,0.952,0.024
11475,0.008,0.019,0.002,0.952,0.025
11477,0.004,0.024,0.002,0.762,0.025
11478,0.003,0.024,0.002,0.911,0.025
11479,0.003,0.108,0.002,0.911,0.116
11484,0.002,0.127,0.002,0.762,0.116
11573,0.379,0.014,0.571,0.381,0.045
11766,0.048,0.193,0.562,0.378,0.146
11901,0.001,0.231,0.556,0.286,0.132
11905,0.382,0.014,0.569,0.381,0.034
12021,0.001,0.075,0.41,0.28,0.146
12140,0.11,0.085,0.497,0.286,0.145
12217,0.001,0.005,0.569,0.381,0.042
12276,0.022,0.009,0.571,0.381,0.037
12285,0.002,0.34,0.569,0.381,0.182
12579,0.109,0.005,0.571,0.381,0.037
12774,0.001,0.005,0.465,0.381,0.037
12796,0.223,0.236,0.569,0.381,0.19
12881,0.002,0.009,0.556,0.381,0.037
12882,0.002,0.014,0.556,0.381,0.037
12883,0.008,0.019,0.556,0.381,0.037
13172,0.393,0.472,0.463,0.381,0.173
13174,0.002,0.009,0.569,0.381,0.037
13175,0.002,0.014,0.569,0.381,0.037
13218,0.007,0.014,0.569,0.381,0.038
13502,0.002,0.179,0.569,0.384,0.182
13503,0.002,0.184,0.569,0.384,0.18
13504,0.002,0.189,0.569,0.384,0.18
13505,0.002,0.193,0.569,0.384,0.179
13506,0.002,0.198,0.569,0.384,0.179
13509,0.002,0.212,0.569,0.384,0.178
13510,0.002,0.217,0.569,0.384,0.178
13511,0.002,0.222,0.569,0.384,0.178
13512,0.002,0.226,0.569,0.384,0.177
13513,0.002,0.231,0.569,0.384,0.177
13514,0.002,0.236,0.569,0.384,0.177
13515,0.002,0.241,0.569,0.384,0.176
13517,0.002,0.25,0.569,0.384,0.176
13518,0.002,0.255,0.569,0.384,0.176
13519,0.002,0.259,0.569,0.384,0.176
13520,0.002,0.264,0.569,0.384,0.176
13521,0.002,0.269,0.569,0.384,0.175
13522,0.002,0.274,0.569,0.384,0.175
13523,0.002,0.278,0.569,0.384,0.175
13524,0.002,0.283,0.569,0.384,0.175
13525,0.002,0.288,0.569,0.384,0.174
13526,0.002,0.292,0.569,0.384,0.174
13527,0.002,0.297,0.569,0.384,0.174
13528,0.002,0.302,0.569,0.384,0.174
13529,0.002,0.307,0.569,0.384,0.174
13530,0.002,0.311,0.569,0.384,0.173
13531,0.002,0.316,0.569,0.384,0.173
13532,0.002,0.321,0.569,0.384,0.173
13533,0.002,0.325,0.569,0.384,0.173
13534,0.002,0.33,0.569,0.384,0.173
13547,0.002,0.019,0.546,0.339,0.038
13561,0.393,0.259,0.557,0.381,0.172
13891,0.015,0.34,0.353,0.381,0.175
13960,0.004,0.406,0.478,0.381,0.18
13961,0.003,0.41,0.458,0.571,0.179
13963,0.005,0.392,0.444,0.762,0.18
14123,0.222,0.278,0.458,0.381,0.177
14282,0.002,0.363,0.569,0.381,0.19
14283,0.006,0.368,0.569,0.762,0.189
14379,0.024,0.505,0.515,0.384,0.189
14381,0.011,0.481,0.515,0.387,0.187
14420,0.001,0.222,0.569,0.381,0.2
14434,0.009,0.198,0.546,0.384,0.196
14435,0.009,0.203,0.546,0.384,0.195
14436,0.009,0.208,0.546,0.384,0.195
14482,0.015,0.245,0.568,0.381,0.194
14495,0.004,0.283,0.547,0.571,0.192
14546,0.001,0.009,0.554,0.339,0.039
14682,0.227,0.241,0.463,0.381,0.19
14739,0.005,0.302,0.566,0.381,0.203
14815,0.013,0.34,0.5,0.387,0.184
14820,0.399,0.009,0.503,0.381,0.039
14858,0.003,0.009,0.562,0.339,0.039
14861,0.002,0.014,0.549,0.381,0.039
15253,0.356,0.019,0.559,0.339,0.04
15283,0.008,0.024,0.351,0.381,0.04
15404,0.043,0.019,0.568,0.381,0.065
15507,0.022,0.019,0.568,0.381,0.04
15683,0.018,0.019,0.568,0.381,0.068
15782,0.089,0.019,0.561,0.381,0.052
16060,0.393,0.132,0.544,0.381,0.197
16142,0.082,0.009,0.569,0.339,0.044
16172,0.089,0.014,0.537,0.381,0.044
16196,0.006,0.005,0.569,0.762,0.003
16202,0.013,0.274,0.566,0.762,0.2
16271,0.068,0.175,0.562,0.384,0.213
16272,0.07,0.179,0.562,0.384,0.212
16273,0.073,0.184,0.562,0.384,0.212
16274,0.068,0.189,0.562,0.384,0.212
16275,0.032,0.193,0.562,0.384,0.212
16302,0.001,0.179,0.549,0.286,0.235
16352,0.003,0.019,0.5,0.381,0.044
16385,0.002,0.288,0.568,0.381,0.224
16408,0.263,0.019,0.568,0.381,0.044
16417,0.006,0.401,0.568,0.381,0.218
16418,0.004,0.406,0.568,0.381,0.218
16483,0.002,0.297,0.568,0.378,0.23
16490,0.002,0.288,0.566,0.381,0.234
16493,0.002,0.302,0.566,0.381,0.233
16499,0.354,0.024,0.562,0.911,0.044
16526,0.393,0.302,0.568,0.381,0.217
16590,0.007,0.028,0.135,0.952,0.044
16689,0.399,0.165,0.547,0.381,0.218
16746,0.001,0.005,0.486,0.762,0.003
16863,0.002,0.297,0.144,0.381,0.203
16873,0.002,0.245,0.427,0.381,0.208
16874,0.007,0.245,0.454,0.762,0.209
16875,0.012,0.25,0.454,0.762,0.209
16876,0.002,0.255,0.454,0.381,0.209
16883,0.002,0.217,0.453,0.381,0.201
16884,0.002,0.217,0.561,0.381,0.201
16921,0.007,0.16,0.557,0.762,0.216
16922,0.006,0.165,0.557,0.762,0.215
16923,0.001,0.17,0.556,0.768,0.215
17033,0.044,0.019,0.351,0.381,0.045
17052,0.006,0.462,0.568,0.762,0.263
17131,0.007,0.599,0.568,0.762,0.243
17177,0.392,0.179,0.569,0.381,0.205
17208,0.012,0.245,0.569,0.301,0.214
17241,0.174,0.014,0.556,0.339,0.045
17356,0.001,0.019,0.243,0.548,0.045
17357,0.001,0.019,0.554,0.548,0.045
17364,0.399,0.019,0.296,0.381,0.045
17369,0.002,0.024,0.296,0.479,0.045
17593,0.002,0.024,0.047,0.911,0.046
17595,0.007,0.024,0.047,0.911,0.046
17623,0.008,0.439,0.568,0.571,0.198
17627,0.03,0.453,0.568,0.381,0.198
18007,0.006,0.59,0.566,0.762,0.218
18008,0.393,0.557,0.546,0.381,0.217
18022,0.002,0.377,0.432,0.381,0.201
18024,0.002,0.321,0.486,0.381,0.224
18025,0.007,0.325,0.486,0.762,0.224
18026,0.003,0.203,0.559,0.762,0.244
18027,0.003,0.208,0.546,0.762,0.244
18104,0.31,0.226,0.52,0.304,0.254
18112,0.096,0.259,0.52,0.304,0.252
18183,0.006,0.363,0.566,0.384,0.223
18357,0.154,0.005,0.562,0.381,0.048
18525,0.003,0.005,0.451,0.762,0.003
18629,0.012,0.462,0.512,0.762,0.228
18817,0.018,0.363,0.539,0.301,0.236
18881,0.002,0.472,0.517,0.381,0.225
18930,0.003,0.415,0.15,0.595,0.221
18932,0.004,0.41,0.15,0.595,0.222
18934,0.002,0.415,0.15,0.595,0.222
18935,0.003,0.42,0.15,0.595,0.221
18937,0.003,0.429,0.15,0.595,0.221
18954,0.002,0.406,0.392,0.381,0.229
18955,0.008,0.41,0.392,0.762,0.229
18982,0.393,0.25,0.463,0.381,0.258
19038,0.002,0.382,0.569,0.384,0.263
19039,0.011,0.387,0.569,0.765,0.263
19076,0.003,0.448,0.569,0.762,0.262
19092,0.075,0.491,0.569,0.762,0.25
19363,0.0,0.005,0.537,0.381,0.048
19431,0.006,0.41,0.569,0.381,0.284
19602,0.004,0.014,0.145,0.744,0.048
19716,0.016,0.382,0.554,0.384,0.258
19786,0.0,0.325,0.549,0.304,0.284
19796,0.012,0.349,0.569,0.762,0.283
19822,0.002,0.377,0.569,0.381,0.268
19823,0.003,0.382,0.569,0.762,0.268
19828,0.002,0.396,0.569,0.381,0.272
19829,0.011,0.401,0.569,0.762,0.272
19832,0.002,0.014,0.569,0.381,0.048
19833,0.001,0.019,0.569,0.381,0.048
19886,0.164,0.368,0.569,0.301,0.253
19993,0.002,0.005,0.296,0.482,0.048
19994,0.002,0.005,0.296,0.482,0.049
