jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10068,0.0,0.519,0.546,0.003,0.182
10069,0.0,0.458,0.549,0.018,0.181
10070,0.0,0.434,0.566,0.003,0.18
10071,0.0,0.439,0.566,0.003,0.179
10072,0.0,0.439,0.568,0.003,0.179
10073,0.001,0.443,0.568,0.012,0.178
10074,0.001,0.448,0.568,0.012,0.177
10075,0.003,0.448,0.568,0.06,0.176
10076,0.0,0.453,0.568,0.018,0.176
10077,0.0,0.453,0.568,0.003,0.176
10078,0.003,0.448,0.557,0.06,0.176
10079,0.0,0.434,0.559,0.003,0.175
10080,0.0,0.434,0.559,0.006,0.174
10081,0.0,0.434,0.562,0.003,0.174
10082,0.0,0.434,0.561,0.003,0.174
10083,0.0,0.434,0.562,0.003,0.173
10084,0.0,0.439,0.562,0.003,0.173
10085,0.0,0.434,0.564,0.006,0.173
10086,0.0,0.434,0.561,0.003,0.172
10087,0.0,0.439,0.561,0.003,0.171
10088,0.0,0.443,0.561,0.003,0.171
10089,0.0,0.448,0.561,0.012,0.171
10090,0.0,0.453,0.561,0.036,0.171
10091,0.0,0.443,0.557,0.012,0.171
10092,0.0,0.429,0.537,0.036,0.17
10093,0.0,0.434,0.527,0.006,0.169
10094,0.0,0.429,0.512,0.003,0.169
10095,0.0,0.434,0.512,0.003,0.169
10096,0.0,0.429,0.515,0.003,0.169
10097,0.0,0.434,0.515,0.003,0.168
10098,0.0,0.429,0.508,0.036,0.166
10099,0.001,0.429,0.507,0.048,0.165
10100,0.01,0.434,0.507,0.03,0.165
10101,0.0,0.434,0.534,0.036,0.165
10102,0.0,0.434,0.508,0.036,0.164
10103,0.0,0.434,0.529,0.036,0.163
10104,0.0,0.42,0.492,0.003,0.164
10105,0.001,0.415,0.527,0.048,0.165
10106,0.0,0.42,0.527,0.006,0.164
10107,0.0,0.42,0.529,0.012,0.163
10108,0.0,0.42,0.529,0.012,0.163
10109,0.0,0.42,0.529,0.012,0.162
10110,0.0,0.42,0.529,0.012,0.161
10111,0.0,0.42,0.522,0.012,0.163
10112,0.001,0.42,0.537,0.024,0.163
10113,0.0,0.425,0.502,0.003,0.162
10114,0.0,0.401,0.502,0.012,0.162
10115,0.0,0.396,0.529,0.012,0.162
10116,0.0,0.396,0.535,0.012,0.161
10117,0.0,0.401,0.529,0.003,0.161
10118,0.0,0.396,0.529,0.012,0.161
10119,0.0,0.396,0.529,0.012,0.16
10120,0.0,0.396,0.515,0.012,0.159
10121,0.0,0.396,0.488,0.012,0.159
10122,0.0,0.392,0.522,0.012,0.159
10123,0.0,0.392,0.52,0.012,0.158
10124,0.0,0.392,0.519,0.012,0.155
10125,0.001,0.396,0.519,0.048,0.155
10126,0.0,0.396,0.519,0.012,0.155
10127,0.0,0.387,0.508,0.012,0.157
10128,0.001,0.368,0.502,0.048,0.154
10206,0.0,0.373,0.562,0.009,0.129
10209,0.006,0.368,0.551,0.06,0.128
10210,0.0,0.373,0.551,0.012,0.128
10211,0.0,0.377,0.551,0.033,0.128
10221,0.0,0.373,0.475,0.006,0.126
10222,0.0,0.377,0.475,0.012,0.126
10223,0.0,0.382,0.475,0.024,0.126
10224,0.001,0.387,0.475,0.048,0.126
10225,0.002,0.392,0.475,0.095,0.126
10226,0.015,0.396,0.475,0.048,0.126
10227,0.001,0.401,0.475,0.06,0.126
10228,0.001,0.401,0.508,0.101,0.126
10229,0.003,0.401,0.552,0.077,0.125
10230,0.0,0.406,0.546,0.036,0.125
10231,0.001,0.41,0.546,0.003,0.124
10232,0.0,0.415,0.546,0.012,0.124
10233,0.0,0.42,0.546,0.012,0.124
10234,0.0,0.425,0.488,0.012,0.124
10235,0.0,0.429,0.488,0.012,0.124
10236,0.002,0.434,0.488,0.003,0.124
10237,0.0,0.439,0.488,0.012,0.124
10238,0.0,0.443,0.488,0.009,0.124
10239,0.002,0.443,0.556,0.03,0.126
10240,0.011,0.439,0.562,0.012,0.126
10241,0.0,0.443,0.562,0.036,0.126
10242,0.0,0.448,0.562,0.012,0.125
10243,0.0,0.453,0.562,0.033,0.124
10244,0.002,0.458,0.562,0.048,0.124
10245,0.0,0.462,0.562,0.054,0.123
10246,0.001,0.467,0.562,0.101,0.121
10247,0.0,0.472,0.562,0.003,0.121
10248,0.0,0.476,0.562,0.003,0.119
10249,0.003,0.481,0.562,0.003,0.117
10250,0.0,0.486,0.562,0.009,0.117
10251,0.003,0.491,0.562,0.033,0.117
10252,0.0,0.486,0.454,0.012,0.114
10253,0.0,0.491,0.454,0.006,0.114
10254,0.0,0.495,0.441,0.024,0.114
10255,0.001,0.5,0.441,0.048,0.114
10256,0.002,0.505,0.441,0.095,0.114
10257,0.0,0.505,0.549,0.003,0.121
10258,0.003,0.509,0.549,0.003,0.121
10259,0.003,0.514,0.549,0.003,0.121
10260,0.003,0.514,0.552,0.003,0.121
10261,0.003,0.519,0.552,0.003,0.121
10262,0.02,0.495,0.468,0.19,0.127
10263,0.0,0.5,0.468,0.012,0.127
10264,0.041,0.5,0.51,0.095,0.136
10265,0.0,0.486,0.535,0.003,0.137
10266,0.0,0.491,0.535,0.003,0.137
10267,0.0,0.491,0.535,0.003,0.137
10268,0.003,0.476,0.561,0.003,0.137
10269,0.0,0.472,0.562,0.003,0.136
10271,0.003,0.439,0.562,0.003,0.136
10272,0.0,0.439,0.561,0.003,0.135
10273,0.002,0.439,0.562,0.048,0.135
10274,0.0,0.443,0.562,0.003,0.135
10275,0.0,0.448,0.559,0.003,0.133
10276,0.0,0.453,0.559,0.003,0.133
10277,0.0,0.453,0.562,0.003,0.133
10278,0.002,0.458,0.562,0.003,0.133
10279,0.0,0.458,0.561,0.003,0.133
10280,0.04,0.453,0.562,0.196,0.133
10281,0.0,0.443,0.562,0.012,0.132
10282,0.0,0.448,0.562,0.024,0.131
10283,0.0,0.453,0.562,0.048,0.131
10284,0.001,0.458,0.562,0.095,0.131
10285,0.001,0.453,0.559,0.048,0.131
10286,0.004,0.443,0.561,0.024,0.13
10287,0.009,0.448,0.557,0.009,0.13
10288,0.0,0.448,0.547,0.003,0.129
10289,0.001,0.425,0.556,0.024,0.129
10290,0.0,0.406,0.562,0.003,0.129
10291,0.0,0.41,0.562,0.003,0.129
10292,0.0,0.415,0.562,0.003,0.129
10293,0.0,0.406,0.559,0.012,0.129
10294,0.011,0.401,0.559,0.012,0.129
10296,0.0,0.382,0.559,0.012,0.126
10297,0.0,0.387,0.539,0.024,0.126
10298,0.0,0.382,0.557,0.003,0.126
10299,0.0,0.387,0.557,0.003,0.126
10300,0.0,0.392,0.557,0.006,0.126
10301,0.003,0.396,0.557,0.012,0.126
10302,0.005,0.401,0.557,0.024,0.126
10303,0.014,0.406,0.557,0.048,0.126
10304,0.011,0.406,0.559,0.095,0.126
10305,0.0,0.41,0.541,0.003,0.126
10306,0.0,0.415,0.541,0.006,0.126
10307,0.0,0.42,0.541,0.012,0.126
10308,0.0,0.425,0.541,0.024,0.126
10309,0.001,0.429,0.541,0.048,0.126
10310,0.001,0.434,0.541,0.095,0.126
10311,0.0,0.434,0.559,0.003,0.126
10312,0.0,0.434,0.561,0.003,0.126
10313,0.0,0.439,0.561,0.006,0.126
10314,0.0,0.443,0.561,0.012,0.126
10315,0.001,0.448,0.561,0.024,0.126
10316,0.001,0.453,0.561,0.048,0.126
10317,0.001,0.458,0.561,0.095,0.126
10318,0.001,0.462,0.561,0.003,0.126
10320,0.0,0.467,0.559,0.012,0.124
10321,0.0,0.472,0.559,0.036,0.124
10322,0.0,0.476,0.557,0.048,0.123
10323,0.0,0.481,0.557,0.003,0.123
10324,0.0,0.481,0.557,0.003,0.122
10325,0.0,0.481,0.559,0.003,0.122
10326,0.0,0.481,0.561,0.003,0.122
10327,0.006,0.41,0.554,0.009,0.139
10328,0.0,0.392,0.561,0.003,0.14
10329,0.0,0.396,0.561,0.003,0.14
10330,0.0,0.401,0.561,0.024,0.14
10331,0.022,0.401,0.561,0.048,0.139
10332,0.0,0.406,0.561,0.003,0.138
10333,0.011,0.41,0.561,0.012,0.138
10334,0.002,0.368,0.552,0.003,0.141
10343,0.0,0.368,0.557,0.003,0.139
10344,0.0,0.373,0.557,0.006,0.139
10345,0.0,0.368,0.554,0.006,0.139
10409,0.0,0.373,0.562,0.024,0.124
10641,0.0,0.377,0.568,0.048,0.11
10642,0.0,0.382,0.568,0.006,0.11
10643,0.0,0.387,0.568,0.012,0.11
10644,0.0,0.392,0.568,0.024,0.11
10645,0.011,0.396,0.568,0.012,0.11
10646,0.011,0.401,0.568,0.012,0.11
10647,0.003,0.406,0.568,0.003,0.109
10648,0.002,0.392,0.568,0.003,0.109
10649,0.01,0.392,0.568,0.048,0.109
10650,0.003,0.396,0.568,0.003,0.109
10651,0.003,0.401,0.568,0.003,0.109
10652,0.003,0.406,0.568,0.003,0.109
10653,0.003,0.41,0.568,0.003,0.109
10654,0.003,0.415,0.568,0.003,0.109
10655,0.0,0.42,0.568,0.018,0.109
10656,0.0,0.425,0.568,0.018,0.109
10657,0.0,0.429,0.568,0.018,0.109
10658,0.003,0.434,0.568,0.003,0.109
10659,0.0,0.439,0.568,0.012,0.109
