jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10000,3456,145,337,32,17895835
10001,3136,146,337,32,17895773
10002,56498,147,336,26,17891691
10003,10112,147,337,64,17941432
10004,12992,148,337,64,17936844
10005,10304,149,337,64,17936720
10006,14784,150,337,64,17936503
10007,10688,151,337,64,17936441
10008,4399,152,337,1,17936379
10009,12224,153,337,64,17934736
10010,9984,154,337,64,17932163
10011,10304,155,337,64,17932070
10012,9088,156,337,64,17932008
10013,9344,157,337,64,17931853
10014,1929,158,337,1,17931729
10015,3092,159,337,4,17918678
10016,2169,160,337,1,17913780
10017,3692544,161,337,64,17904418
10018,3752128,162,337,64,17898869
10019,3803648,163,337,64,17896730
10020,813728,164,337,16,17894746
10021,50,165,337,1,17879525
10022,225390,166,337,11,17878843
10023,49,167,337,1,17870132
10024,43,168,337,1,17869822
10025,996,169,337,4,17865327
10026,952,170,337,4,17864459
10027,1047,171,337,1,17863591
10028,1592175,172,337,25,17821028
10029,1417,173,337,1,17808039
10030,15888,174,337,1,17806675
10031,103500,175,337,10,17805311
10032,28837,176,337,1,17790307
10033,4576,177,337,32,17772792
10034,174580,177,337,4,17799601
10035,116556,178,337,4,17751024
10036,1632,179,337,1,17749877
10037,20136,180,337,8,17743646
10038,56006,181,337,1,17735307
10039,77848,182,337,8,17715467
10040,71168,182,337,128,17721787
10041,29481,183,337,1,17719090
10042,54038,184,337,1,17709480
10043,852,185,337,12,17686633
10044,948,186,337,12,17681301
10045,1424,187,337,16,17670668
10046,1296,188,337,16,17667289
10047,135608,189,337,8,17666917
10048,1446,190,337,1,17641559
10049,40,191,337,1,17607676
10050,461520,192,337,16,17607614
10051,100215,193,337,15,17583465
10052,2988,194,337,1,17583341
10053,14544,195,337,1,17579125
10054,82215,196,337,15,17579063
10055,3900,197,337,20,17569422
10056,78960,198,337,20,17560835
10057,912,189,261,16,18258120
10058,644,188,294,4,18244597
10059,223392,186,301,4,18267988
10060,225544,184,305,4,18205520
10061,232204,184,300,4,18183647
10062,255496,183,300,4,18161888
10063,1941,175,302,1,17777756
10064,656,134,234,4,22442018
10065,4102336,133,238,64,22427188
10066,31332,131,243,4,22943997
10140,763648,59,265,16,24429996
10141,764336,60,265,16,23730131
10142,10712,61,264,4,23616838
10143,10080,61,268,4,23573694
10144,11412,62,268,4,23538854
10145,4826,63,268,1,23505086
10146,67,54,331,1,22794167
10147,58,53,331,1,22735747
10148,4184,52,327,2,22678216
10149,728,44,327,4,24107761
10150,496,45,327,8,24080620
10151,1376,46,327,16,24078004
10152,3200,46,331,32,24073827
10153,22272,47,331,64,24072834
10154,47360,48,331,128,24068531
10155,216,49,327,2,24014193
