jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10067,648440,123,320,10,31393662
10068,628,110,323,1,30913618
10069,378,97,325,6,30682612
10752,31070,145,335,1,31982714
10753,29128,146,335,8,31912364
10754,28872,146,336,8,31515905
10755,32320,147,336,8,31499777
10756,40,131,336,1,31041565
10757,4147,132,336,1,30841645
10762,58249,122,336,1,32202740
10763,1644,120,336,1,31784336
10764,38184,119,336,1,30781268
11253,64837,23,331,1,35136381
11254,1629,23,332,1,35132701
11255,24295,23,332,5,34919618
11256,2777856,24,332,64,34649038
11257,1629,25,332,1,34605878
11258,1576,25,331,1,34315580
11259,271984,24,331,16,32908094
11912,16977,40,334,1,31246448
11913,1262,40,335,1,31154875
11914,1017,40,336,1,31035872
11915,6013,40,337,1,30971369
11916,215168,41,337,64,30927896
11917,64837,39,334,1,30953698
11918,1361,39,335,1,31008515
11919,2144,39,336,16,30998151
11920,1581,40,336,1,30928599
11921,3696768,40,337,64,30927156
11922,274304,41,337,16,30878291
11928,10783,37,337,1,32517694
11929,10833,38,337,1,32313135
12256,1792,55,338,16,32564670
12257,38539,55,338,1,32498927
12258,39047,56,337,1,32401598
12259,64839,56,338,1,32375551
12260,4576,56,338,1,32326695
12261,316,57,338,1,32313537
12262,371,58,338,1,32295177
12263,2032,59,338,16,32233059
12264,600,60,338,4,32145849
12265,1128,61,338,8,32108517
12266,5344,62,338,32,32107293
12267,47,63,338,1,32105457
12268,931,64,338,1,32041197
12269,1022,65,338,1,31988871
12270,8041,66,338,1,31950315
12271,2363,67,338,1,31895847
12272,27409,68,338,1,31836483
12273,36168,69,338,33,31721121
12274,4224,69,338,33,31672368
12275,947,70,338,1,31662882
12278,64839,68,337,1,31216440
12279,64838,68,338,1,31260844
12280,64836,69,338,1,31239424
12281,64838,70,337,1,31174452
12282,371,70,338,1,31159523
12283,204,71,338,4,30989081
12284,151584,72,338,32,30955421
12285,33920,72,337,128,30859510
12286,3261,73,337,1,30814675
12287,180,73,338,4,30779296
12288,22051,73,338,1,30718264
12289,53118,70,338,1,30689016
12290,1085568,69,334,64,30643190
12291,947,62,335,1,30607106
12353,3437,59,337,1,30953864
12354,3728,60,337,1,30833084
12355,4012,61,337,1,30774219
12356,376,62,337,1,30764154
12357,54698,63,337,1,30755309
12358,34997,64,337,1,30709559
12359,54735,58,368,1,31649539
12360,49,59,368,1,31611907
12361,6440,60,368,8,31417363
12362,390,61,368,6,31417363
12363,23383,61,368,1,31307640
12364,564,62,368,6,31268328
12365,262,61,368,1,30671894
